ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-7CD6803814,U97253107,2025-06-12T13:57:36,13,Thursday,30,female,RU,Москва,premium,2025-05-08,35,321,9,48,4,1,2,1,4.0,iOS,4.14.0,in_app_chat,ru,"Кнопка лайк перестала работать несколько минут назад, экран не реагирует.","Добрый день! Попробуйте переустановить приложение, это часто решает проблему.",73,10,-0.432,medium,97.1,0,4,bug
TW-7109C091AC,U84829723,2025-11-14T05:43:06,5,Friday,35,male,RU,Омск,premium,2023-06-02,896,884,100,395,2,1,4,2,4.8,iOS,4.14.0,in_app_chat,ru,"Хочу обратиться, купил 10 супер-лайков, но они не появились на счёте. Пожалуйста, помогите разобраться.","Приветствуем! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",103,14,0.509,medium,31.5,0,5,payment
TW-A91AC9C545,U20909916,2025-07-18T18:46:14,18,Friday,31,male,RU,Екатеринбург,free,2025-06-07,41,271,34,66,5,0,1,2,2.7,Android,5.0.1,email,ru,Хочу обратиться! Счётчик непрочитанных сообщений показывает неверное число. Очень прошу помочь.,Приветствуем! Проверьте разрешения приложения в настройках телефона.,95,11,-0.83,medium,636.7,0,3,bug
TW-571D78BB13,U58637298,2025-09-08T21:54:31,21,Monday,34,female,RU,Санкт-Петербург,free,2025-02-23,197,89,5,16,2,1,0,1,4.6,Android,4.14.1,email,ru,"здравствуйте, уважаемая поддержка! Почему не принимают моё селфи для верификации? Очень надеюсь на решение.","Добрый день! Анкета принята на повторную модерацию, ожидайте до 24 часов.",107,14,-0.367,medium,41.4,0,4,moderation
TW-20B0BBA1DF,U53409152,2025-01-09T09:40:17,9,Thursday,23,male,RU,Краснодар,free,2024-07-28,165,88,8,17,4,1,0,0,,Android,4.15.0,in_app_chat,ru,Прошу помочь. Почему цена  подписки выросла в этом месяце без предупреждения?,"Добрый день! Проблема на стороне банка, рекомендуем попробовать другую карту.",77,11,-0.658,medium,97.6,0,3,payment
TW-CD4AC64558,U29672919,2025-02-24T05:38:46,5,Monday,18,female,RU,Москва,premium,2025-02-01,23,184,11,37,4,1,0,0,,iOS,4.14.1,in_app_chat,ru,"добрый вечер! Списали 1490 рублей за подписку премиум, но она не активировалась с последнего обновления.",Здравствуйте! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,104,15,-0.173,medium,4.4,0,4,payment
TW-69D42EB297,U40739992,2025-03-04T10:46:25,10,Tuesday,19,female,RU,Омск,free,2025-02-02,30,174,7,24,3,0,1,1,2.6,Android,5.0.1,email,ru,"здраствуйте, саппорт! Как оспорить решение модератора по анкете? Жду ответа.","Здравствуйте! Верификация требует селфи с определённым жестом, инструкция в приложении.",76,10,0.161,low,536.1,0,4,moderation
TW-54A99CFDE1,U69356431,2026-03-14T04:53:07,4,Saturday,23,male,RU,Санкт-Петербург,free,2026-03-12,2,11,0,1,1,0,1,0,,iOS,5.0.0,in_app_chat,ru,"здравствуйте, уважаемая поддержка, купил бусты, но они не появились на счёте. Спасибо заранее.","Здравствуйте! Премиум активирован, перезайдите в приложение для обновления статуса.",94,13,0.04,medium,44.9,0,5,payment
TW-EA6AAA1D49,U63876225,2025-09-11T10:47:06,10,Thursday,36,female,RU,Уфа,premium,2024-06-02,466,149,23,31,6,0,5,0,,iOS,5.0.1,email,ru,"Хочу обратиться. Деньги списало, но приложение зависло и покупка не завершилась. Без вашего ответа не разберусь.","Добрый день! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",112,16,-0.072,medium,71.3,0,4,payment
TW-139A39FAD1,U89000873,2025-06-24T10:11:26,10,Tuesday,39,male,RU,Москва,free,2024-08-07,321,18,0,2,2,0,0,1,4.6,iOS,4.14.1,in_app_chat,ru,хочу обратиться. После обновления до 4.12.3 пропали пуш-уведомления о матчах. Срочно нужна ваша помощь,"Приветствуем! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",102,14,-0.691,low,200.8,0,4,bug
TW-8065322B1C,U93756432,2026-03-17T04:50:52,4,Tuesday,33,male,RU,Санкт-Петербург,free,2025-12-20,87,170,14,67,0,0,1,0,,iOS,4.12.1,in_app_chat,ru,Видео в профилях других людей не воспроизводится. Пишу уже не первый раз.,Приветствуем! Проверьте разрешения приложения в настройках телефона.,73,12,-0.512,urgent,80.0,0,3,bug
TW-874E6396A0,U95300029,2025-12-11T05:08:39,5,Thursday,19,male,RU,Нижний Новгород,free,2025-10-16,56,239,20,57,1,0,0,3,4.9,Android,5.0.0,in_app_chat,ru,"Здравствуйте, саппорт, можно ли удалить свои данные полностью по GDPR? Спасибо заранее.",Здравствуйте! Партнёрские программы обсуждаются через partners@twinby.com.,87,12,0.593,medium,10.4,0,5,other
TW-D9F19DF033,U13916202,2025-11-12T18:42:31,18,Wednesday,30,female,RU,Москва,free,2025-10-29,14,111,12,38,0,0,1,4,4.6,Web,4.15.0,email,ru,"Привет, видеозвонок не работает, собеседник меня не слышит. Жду ответа.","Здравствуйте! Попробуйте переустановить приложение, это часто решает проблему.",71,10,-0.178,high,221.0,0,4,bug
TW-9D1568CD9D,U98507754,2025-05-24T14:51:43,14,Saturday,30,female,RU,Москва,premium,2025-03-10,75,547,67,260,6,1,1,0,,iOS,4.12.3,app_store_review,ru,"здравствуйте,  сапопрт! Черный экран вместо видео в сторис у пользователей","Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",74,10,-0.27,medium,198.1,0,5,bug
TW-DEE996FE4A,U48142704,2025-04-29T19:24:01,19,Tuesday,30,male,RU,Москва,free,2024-10-28,183,169,7,40,3,1,0,2,4.9,Android,4.15.0,email,ru,"Вход через Google неработает,ошибка авторизации. Буду ждать вашего решения","Здравствуйте! Проверьте настройки антиспама, письма могут попадать туда.",74,9,-0.181,low,69.8,0,4,account
TW-D62B072DB5,U95156342,2025-04-27T11:34:18,11,Sunday,26,male,RU,Москва,free,2024-05-22,340,323,26,164,0,0,0,2,3.8,iOS,4.14.1,in_app_chat,ru,"Нужна помощь! Верификацию не пропускают уже четвертый раз, селфи чёткое.",Здравствуйте! Правила модерации можно посмотреть в справочном центре.,72,10,-0.147,low,127.3,0,3,moderation
TW-5424A3AE47,U68226732,2025-04-19T04:15:33,4,Saturday,22,male,RU,Санкт-Петербург,free,2025-04-10,9,81,8,30,0,0,4,2,5.0,iOS,4.13.0,app_store_review,ru,"Здраствуйтте, уважаемая поддержка! Фильтры поиска сбрасываются сами каждый раз при перезаходе. Буду ждать вашего решения.","Здравствуйте! Пришлите версию приложения и модель телефона, передадим разработчикам.",121,15,-0.112,urgent,160.6,1,4,bug
TW-8F7911D2CA,U60881656,2025-02-01T15:29:29,15,Saturday,18,female,RU,Москва,free,2024-08-31,154,150,13,54,3,0,1,1,4.6,iOS,4.14.1,telegram_bot,ru,"нужна помощь, оскорбляет по национальному признаку, нужна блокировка сроно.","Здравствуйте! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",75,9,-0.668,urgent,33.7,1,1,complaint
TW-CB974DC786,U51709244,2025-05-13T17:19:57,17,Tuesday,28,female,RU,Москва,free,2025-01-14,119,341,14,62,1,1,1,1,4.1,iOS,4.14.1,telegram_bot,ru,Добрый день! Пользователь просит интимныые фото с первых сообщений. Прошу ответить как можно скорее.,"Добрый день! Зафиксировали обращение, нарушитель получит предупреждение.",100,14,-0.273,low,560.2,0,3,complaint
TW-5120CBBB2D,U85533628,2026-03-31T10:39:01,10,Tuesday,25,female,RU,Москва,free,2025-10-09,173,173,10,37,0,1,0,2,3.5,iOS,4.12.3,in_app_chat,ru,"Привет. Оплатил премиум, но сервис не соответствует описанию, верните деньги. Спасибо заранее.","Добрый день! Возврат оформлен, средства вернутся в течение 7-14 дней.",94,12,-0.693,medium,76.7,0,3,refund
TW-B5513FCC99,U47733249,2025-08-14T16:02:50,16,Thursday,30,other,RU,Москва,free,2024-03-08,524,474,33,179,3,0,0,2,5.0,iOS,4.12.3,in_app_chat,ru,"Прошу помочь, не работает поиск по имени, ничего не находит. Очень прошу помочь","Здравствуйте! Пришлите версию приложения и модель телефона, передадим разработчикам.",79,13,-0.102,low,45.2,0,3,bug
TW-2EA09CA95A,U94061422,2025-05-02T13:58:10,13,Friday,40,male,RU,Уфа,free,2025-04-20,12,55,4,19,2,2,0,1,4.9,iOS,5.0.0,telegram_bot,ru,"здраствуйтте, увважаемая поддержка! Жалоба на пользователя: агрессия и нецензурная лексика в чате. Спасибо заранее.","Здравствуйте! Зафиксировали обращение, нарушитель получит предупреждение.",115,14,-0.317,low,178.9,0,5,complaint
TW-5CB6D26A30,U10119032,2025-03-29T05:04:28,5,Saturday,31,male,RU,Краснодар,free,2024-12-12,107,31,1,18,1,0,1,1,3.3,Android,5.0.0,in_app_chat,ru,"Добрый день, видеозвонок не работае, собеседник меня не слышит. Очень надеюсь на решение.","Здравствуйте! Проблема связана с серверной частью, уже устраняем.",89,13,-0.543,medium,63.5,0,4,bug
TW-7259886ADB,U74648951,2026-01-19T15:34:43,15,Monday,29,male,RU,Москва,free,2025-10-25,86,559,21,48,1,0,1,2,5.0,Android,4.14.1,in_app_chat,ru,"Добрый вечер. Почему цена подписки выросла в этом месяце без предупреждения? Пожалуйста, помогите разобраться.",Добрый день! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,110,14,-0.007,medium,27.7,0,4,payment
TW-5D4E4EA94A,U33969925,2025-05-13T00:30:59,0,Tuesday,18,male,RU,Москва,premium,2024-11-21,173,64,3,6,5,0,1,1,2.8,Android,4.13.2,in_app_chat,ru,"Здравствуйте, уважаемая поддержка. Деньги списало, но приложение зависло и покупка не завершилась. Очень надеюсь на решение.","Добрый день! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",124,16,-0.387,medium,15.4,0,4,payment
TW-5A5CF9893F,U64097342,2025-07-04T17:32:00,17,Friday,18,male,RU,Москва,free,2025-05-18,47,232,20,63,4,1,0,2,3.7,Android,4.15.0,email,ru,"здравствуйте,саппорт, модератор отклонил фото с друзьями, где я отмечен.","Здравствуйте! Решение модератора пересмотрено, ваш профиль восстановлен.",72,9,-0.068,low,117.4,0,4,moderation
TW-D6F785C702,U30116989,2025-05-09T01:31:01,1,Friday,25,female,RU,Красноярск,free,2025-01-20,109,10,0,14,0,0,1,2,4.7,Android,4.14.0,email,ru,"Здравствуйте, уважаемая поддержка, не открываются настройки приватности, кнопка ничего не делает.","Приветствуем! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",97,11,-0.349,low,178.5,0,4,bug
TW-0EA9D73EC0,U14130380,2025-10-15T15:57:59,15,Wednesday,18,female,RU,Санкт-Петербург,premium,2024-01-23,631,1221,92,520,3,3,4,0,,iOS,5.0.0,in_app_chat,ru,Хочу обратиться! Пользвоатеьл просит интимные фото с первых сообщений. Срочно нужна ваша помощь,"Здравствуйте! Зафиксировали обращение, нарушитель получит предупреждение.",95,13,-0.667,high,10.2,1,3,complaint
TW-2BAF153A9F,U45963408,2025-08-29T08:48:29,8,Friday,30,male,RU,Воронеж,free,2025-02-17,193,727,89,63,0,1,0,0,,Android,4.14.1,email,ru,"Здравствуйте, саппорт! Общий вопрос: как прилажение рбаотает в роуминге? Срочно нужна ваша помощь.",Добрый день! Детали алгоритма подбора есть в разделе Справка.,98,13,-0.269,medium,38.7,0,3,other
TW-2176D4EAB4,U85044167,2025-05-22T04:37:58,4,Thursday,31,male,RU,Краснодар,free,2024-09-25,239,49,5,26,6,0,3,2,3.7,iOS,4.14.0,in_app_chat,ru,"здравствуйте, при попытке купить премиум вылетает приложение. Надеюсь на скорый ответ. Заранее благодарю.",Здравствуйте! Сменить способ оплаты можно через настройки магазина приложений.,105,13,-0.766,high,61.9,0,3,payment
TW-25D99DA7B1,U13279844,2025-01-09T13:23:47,13,Thursday,36,female,RU,Санкт-Петербург,free,2024-12-05,35,123,8,43,0,0,0,2,3.9,iOS,4.15.0,in_app_chat,ru,"Добрый день! Бусты не сработали, пршу компенсацию или  возврат..Жду ответа.","Здравствуйте! Детский возврат оформлен, средства вернутся в течение 5 рабочих дней.",75,10,-0.331,medium,587.0,0,5,refund
TW-995C2B360C,U91548313,2025-06-05T15:24:37,15,Thursday,42,male,RU,Москва,free,2025-05-10,26,50,6,29,5,0,1,3,4.1,Android,4.12.3,in_app_chat,ru,Здравствуйте! Трребую возврат за некачественно оказанную услугу.,"Здравствуйте! Возврат подтверждён, деньги поступят на карту в ближайшие дни.",64,7,-0.244,medium,202.5,0,5,refund
TW-7A3E76E787,U46102682,2025-07-17T14:57:36,14,Thursday,32,male,RU,Москва,free,2024-11-30,229,205,21,127,1,0,1,2,4.3,Android,4.15.0,in_app_chat,ru,"Привет. Купил годовую подписку, деньги ушли, а в приложении ничего не появилось.","Здравствуйте! Премиум активирован, перезайдите в приложение для обновления статуса.",80,12,-0.336,high,22.3,0,4,payment
TW-F83A5A9E67,U50207840,2025-06-08T22:00:43,22,Sunday,39,female,RU,Москва,free,2025-03-24,76,192,18,85,0,0,1,0,,iOS,4.13.2,in_app_chat,ru,"добрый вечер! Пользователь присылает неприличные фото, блокирую, а он создаёт новые анкеты.","Приветствуем! Зафиксировали обращение, нарушитель получит предупреждение.",91,12,-0.501,high,50.9,0,4,complaint
TW-7E2114B3DB,U72106101,2025-09-20T21:55:47,21,Saturday,18,female,RU,Ростов-на-Дону,premium,2025-04-14,159,232,21,88,2,1,1,3,2.6,Android,4.12.1,in_app_chat,ru,"Здравствуйте. Пользователь притворяется несовершеннолетним, судя по фото он старше. Жду ответа.","Здравствуйте! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",95,11,-0.709,high,94.8,0,3,complaint
TW-DE8C5ADAD9,U19393836,2025-08-13T23:42:06,23,Wednesday,38,male,RU,Екатеринбург,premium,2025-07-10,34,34,2,9,6,1,2,2,4.7,Android,5.0.0,email,ru,"Здравствуйте, саппорт, сменил номер телефона, теперь не могу зайти в свой аккаунт. Очень надеюсь на решение.",Добрый день! Отправили инструкцию по восстановлению доступа после взлома.,108,16,-0.788,medium,30.0,0,5,account
TW-4BEB498401,U23651027,2025-04-16T17:54:05,17,Wednesday,28,female,RU,Пермь,free,2024-09-24,204,95,8,29,0,0,0,2,3.0,iOS,4.13.0,telegram_bot,ru,"Добрый день, уже 2 дня анкета на модерации, почему так долго?",Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,61,11,-0.331,low,110.9,0,4,moderation
TW-F21E7C4810,U82162657,2025-06-15T05:30:11,5,Sunday,27,female,RU,Пермь,free,2024-07-05,345,361,33,97,2,0,0,0,,Android,4.13.2,in_app_chat,ru,"Прошу помочь! Скрыли мою анкету после жалобы, но я ничего не сделал.",Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,68,12,-0.33,high,43.3,0,4,moderation
TW-867B608A31,U72008777,2025-03-04T16:45:00,16,Tuesday,18,male,RU,Челябинск,free,2025-01-18,45,135,6,15,3,0,0,1,3.8,iOS,5.0.0,in_app_chat,ru,"добрый день, купил премиум, не понял что это автопродление, требую вовзрата.","Приветствуем! Возврат оформлен, средства вернутся в течение 7-14 дней.",76,11,-0.799,medium,290.5,0,3,refund
TW-4A0EA1FBDD,U26604913,2025-12-18T18:53:18,18,Thursday,22,female,RU,Пермь,free,2025-07-21,150,479,21,79,4,1,4,2,4.3,Android,5.0.0,in_app_chat,ru,"Добрый день, удалили фото в купальнике с пляжа, хотя ничего неприличного нет. Очень надеюсь на решение.","Добрый день! Фото отклонено, плохо видно лицо, загрузите более чёткое селфи.",103,16,-0.756,medium,88.4,0,4,moderation
TW-05B7DD71C8,U80580199,2025-04-05T15:37:33,15,Saturday,31,male,RU,Краснодар,free,2024-08-08,240,52,4,15,4,0,0,2,3.7,Android,5.0.0,in_app_chat,ru,вылетает при попытке загрузить новое фото на Piixel 7.,"Приветствуем! Попробуйте переустановить приложение, это часто решает проблему.",54,9,-0.403,medium,235.2,0,4,bug
TW-F8ADF43F33,U52363391,2025-11-07T16:09:26,16,Friday,35,male,RU,Ростов-на-Дону,free,2025-07-04,126,195,18,51,1,2,0,1,5.0,Android,5.0.0,email,ru,Привет. Как вернуть деньги за неверно выбранный тариф?,Здравствуйте! Уточните номер платежа для обработки возврата.,54,8,-0.426,high,166.3,0,4,refund
TW-548983D06C,U27409311,2026-02-06T07:44:35,7,Friday,29,female,RU,Санкт-Петербург,free,2026-01-05,32,29,2,21,0,0,0,1,3.9,iOS,4.12.3,email,ru,"здраствуйтте, уважаемая поддержка! Как изменить номер телефона, привязанный к профилю? Заранее благодарю.","Здравствуйте! Проверьте настройки антиспама, письма могут попадать туда.",105,12,0.094,low,53.0,0,4,account
TW-7CFAE86C8F,U13383890,2025-05-14T21:22:41,21,Wednesday,25,female,RU,Москва,free,2025-03-21,54,69,5,32,2,0,1,1,4.7,Web,4.13.2,in_app_chat,ru,"Купил бусты, но они не появились  на счёте.","Приветствуем! Проблема на стороне банка, рекомендуем попробовать другую карту.",43,8,0.288,medium,67.0,0,5,payment
TW-9B99E22F87,U62195941,2025-10-22T05:37:05,5,Wednesday,27,female,RU,Москва,free,2024-04-09,561,390,17,96,2,1,1,1,2.9,Android,4.14.1,app_store_review,ru,"Хочу обратиться. Профиль скрыли из поиска, хотя паравила я не нарушал.",Добрый день! Для ускорения модерации следуйте правилам оформления анкеты.,70,11,-0.633,medium,138.4,0,5,moderation
TW-6253B41ADD,U52176374,2025-08-05T13:41:11,13,Tuesday,26,male,RU,Казань,premium,2025-06-19,47,131,11,54,6,2,3,0,,iOS,4.12.3,email,ru,"Добрый вечер! Как изменить номер телефона, привязанный к профилю? Буду ждать вашего решения.",Здравствуйте! Сменить номер телефона можно в разделе Безопасность.,92,13,0.259,medium,11.8,0,4,account
TW-CD3F81AB1C,U97643829,2025-08-18T02:44:54,2,Monday,25,female,RU,Пермь,free,2025-04-15,125,202,16,72,4,1,1,1,4.5,Android,4.12.3,in_app_chat,ru,"Нужна помощь, оскорбляет по национальному признаку, нужна блокировка срочно. Прошу ответить как можно скорее.","Здравствуйте! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",109,14,-0.175,high,55.6,0,4,complaint
TW-5203218687,U11246258,2025-12-01T14:48:14,14,Monday,26,male,RU,Сочи,free,2025-07-27,127,244,23,108,3,1,1,1,3.4,iOS,5.0.1,in_app_chat,ru,Видео в профилях других людей не воспроизводится. Буду благодарен за помощь,"Здравствуйте! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",75,11,-0.108,low,121.0,0,3,bug
TW-354DDE873A,U56806955,2025-03-06T07:13:36,7,Thursday,27,female,RU,Москва,premium,2023-12-19,443,22,2,15,3,0,2,1,3.3,Android,4.15.0,in_app_chat,ru,"Пользователь просит интимне фото с первых сообщений. Пожалуйста,помогите разобраться.","Здравствуйте! Жалоба принята, проверим пользователя и примем меры в течение 24 часов.",85,9,-0.617,high,48.9,0,3,complaint
TW-D92579B474,U18290596,2025-12-13T03:39:19,3,Saturday,26,male,RU,Москва,free,2025-11-25,18,40,2,11,0,0,1,0,,iOS,4.13.2,email,ru,"привет,возможно  ли перенести подписук с одного аккаунта на другой?","Добрый день! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",67,9,-0.521,medium,174.1,1,2,payment
TW-905133AA4B,U31168397,2025-10-26T15:09:18,15,Sunday,41,male,RU,Омск,free,2025-05-22,157,165,11,24,4,2,1,0,,Android,5.0.0,in_app_chat,ru,"нужна помощь, геолокация показывает неправиьный город, в настройках телефона всё  верно. Буду ждать вашего решения.","Добрый день! Зафиксировали баг, разработчики работают над исправлением в следующем апдейте.",115,15,-0.425,medium,80.8,0,5,bug
TW-B68EA1E954,U97602668,2025-12-16T13:35:14,13,Tuesday,39,female,RU,Москва,free,2025-01-26,324,233,9,33,3,0,0,4,4.4,iOS,4.12.3,in_app_chat,ru,"Здравствуйте, уважаемая поддержка,  не грузятся фото в ленте, просто серый экран. Пожалуйста, помогите разобраться","Здравствуйте! Проблема связана с серверной частью, уже устраняем.",114,14,-0.638,low,289.4,0,4,bug
TW-F032878D74,U77147598,2025-01-21T23:03:30,23,Tuesday,31,male,RU,Казань,free,2025-01-14,7,19,1,11,0,0,1,1,4.6,Android,5.0.0,email,ru,Добрый вчеер! Чат не синхронизируется между устройствами. Пишу уже не первый раз.,"Здравствуйте! Очистите кеш и перезагрузите устройство, это должно помочь.",81,12,-0.31,high,149.2,1,4,bug
TW-F39CC25E5F,U47838216,2026-01-16T12:38:55,12,Friday,27,male,RU,Москва,free,2025-12-26,21,87,10,60,1,0,0,0,,iOS,5.0.1,in_app_chat,ru,"хочу обратиться. Два раза создал аккаунт случайно, как удалить лишний?","Приветствуем! Отправили новое письмо для восстановления пароля, проверьте папку Спам.",70,10,-0.144,low,31.4,0,4,account
TW-705C1E9557,U62662577,2025-10-27T18:39:27,18,Monday,28,male,RU,Санкт-Петербург,free,2025-04-21,189,30,3,7,1,0,1,0,,iOS,4.15.0,app_store_review,ru,"Здравствуйте, саппорт, вопрос по работе сервиса в выходные дни.",Приветствуем! Детали алгоритма подбора есть в разделе Справка.,63,9,0.098,medium,120.5,0,5,other
TW-94E10AE9E6,U24324531,2026-02-13T04:27:26,4,Friday,33,male,RU,Москва,premium,2025-10-11,125,965,43,91,2,3,4,1,2.8,Android,4.14.0,in_app_chat,ru,"здравствуйте. Платеж прошёл, чек есть, а в профиле всё ещё free-версия. Буду ждать вашего решения.",Добрый день! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,98,15,-0.277,high,32.0,0,5,payment
TW-2D2170EB20,U48356676,2025-01-20T12:31:00,12,Monday,34,male,RU,Краснодар,free,2024-10-26,86,121,6,37,5,0,1,0,,iOS,4.13.2,app_store_review,ru,"здравствуйте, уважаемая поддержка. Почему цена подписки выросла в этом месяце без предупреждения? Срочно нужна ваша помощь","Приветствуем! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",122,16,-0.427,medium,64.0,0,4,payment
TW-B8A814FB02,U39846061,2025-08-22T14:35:15,14,Friday,26,male,RU,Москва,free,2025-04-22,122,134,10,21,2,1,1,2,4.3,Android,4.15.0,app_store_review,ru,"Здравствуйте, уважаеая поддержка! Промокод LOVE10 не применяется при покупке, что деелать?","Добрый день! Проверили ваш платёж, средства поступили, подписка активирована.",90,11,-0.71,medium,126.8,0,4,payment
TW-DB6A99AFA4,U67970132,2025-07-17T11:13:06,11,Thursday,27,male,RU,Нижний Новгород,free,2024-10-29,261,67,8,23,2,2,1,1,3.4,Android,4.14.1,email,ru,"Прошу помоьч, уже 4 дня анкета на модерации, почему так долго?",Добрый день! Правила модерации можно посмотреть в справочном центре.,62,11,-0.428,medium,128.5,0,3,moderation
TW-E66A069B4B,U14758107,2025-12-25T23:08:33,23,Thursday,18,male,RU,Екатеринбург,premium,2025-12-04,21,251,19,56,4,2,2,0,,iOS,4.13.2,in_app_chat,ru,"Здравствуйте, уважаемая поддержка! Профиль показывает не мои  данные, когда захожу через Web. Очень надеюсь на решение.","Приветствуем! Пришлите версию приложения и модель телефона, передадим разработчикам.",119,16,-0.245,medium,117.7,0,2,bug
TW-0D4E64116C,U63075078,2025-01-15T01:41:30,1,Wednesday,21,male,RU,Санкт-Петербург,premium,2024-11-28,48,138,5,24,1,4,2,1,4.7,iOS,5.0.0,in_app_chat,ru,"Платеж поршёл, чек есть,  а в профиле всё ещё free-версия.","Добрый день! Премиум активирован, перезайдите в приложение для обновления статуса.",58,10,0.072,high,27.1,0,4,payment
TW-222C434814,U60414825,2025-03-16T22:51:39,22,Sunday,24,male,RU,Москва,free,2023-11-25,477,109,13,45,4,0,0,1,5.0,Android,4.15.0,in_app_chat,ru,"прошу помочь, как сменить имя профиля, поле неактивно.","Здравствуйте! Для смены email потребуется верификация, детали отправили на почту.",54,8,0.005,medium,37.7,0,5,account
TW-51C2F4B6A3,U23376979,2025-06-01T11:03:47,11,Sunday,29,male,RU,Казань,free,2025-04-22,40,15,1,6,2,0,1,1,2.7,Android,4.15.0,email,ru,"привет, удалили фото машины, хотя я на нём тоже есть.",Добрый день! Правила модерации можно посмотреть в справочном центре.,53,10,0.168,low,640.5,0,3,moderation
TW-33A8927BEB,U38400818,2026-03-02T14:19:28,14,Monday,27,female,RU,Москва,premium,2025-09-06,177,1077,55,80,4,1,2,0,,iOS,4.14.0,in_app_chat,ru,"Здравствуйте,  саппорт, профиль с именем Анна пишет с разных аккаунтов после блокировки.","Добрый день! Ваша жалоба передана модераторам, ответ поступит в течение суток.",88,12,-0.486,high,40.3,0,5,complaint
TW-585E1F1FA7,U64771599,2025-02-09T01:01:35,1,Sunday,38,female,RU,Пермь,premium,2025-02-03,6,41,3,18,3,2,0,1,5.0,iOS,4.14.0,in_app_chat,ru,"Здравствуйте! Где посмотреть историю платежей внутри приложения? Пожалуйста, помогите разобраться.","Добрый день! Премиум активирован, перезайдите в приложение для обновления статуса.",98,10,-0.133,medium,34.8,0,5,payment
TW-C3021B1F61,U17219028,2025-10-29T03:22:19,3,Wednesday,33,male,RU,Воронеж,free,2025-05-18,164,498,74,308,4,0,1,4,4.3,Android,4.15.0,email,ru,"Привет, профиль Мария пишет с разных аккаунтов после блокировки. Очень надеюсь на решение","Здравствуйте! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",89,13,-0.106,high,261.1,0,5,complaint
TW-4F44D2AC3D,U18005712,2025-05-09T21:32:48,21,Friday,42,male,RU,Казань,free,2025-01-18,111,27,0,0,2,0,1,2,5.0,Android,4.15.0,email,ru,"Добрый веечр не проходит оплата картой  МТС Банка, хотя на других сервисах всё ок. Жду ответа.","Здравствуйте! Проблема на стороне банка, рекомендуем попробовать другую карту.",94,16,0.135,high,47.4,1,3,payment
TW-E6DF9E1787,U12118870,2025-05-18T09:26:39,9,Sunday,27,female,RU,Воронеж,free,2025-05-09,9,31,3,9,5,0,0,2,3.4,Android,4.13.2,telegram_bot,ru,"Добрый вечер! Верификация прошла, а знчаок так и не появился","Добрый день! Ваша заявка в очереди, среднее время проверки до 48 часов.",60,10,-0.323,low,131.0,0,5,moderation
TW-9F2C949458,U52262309,2025-04-03T15:26:06,15,Thursday,25,male,RU,Москва,free,2024-09-28,187,313,20,112,2,0,2,0,,iOS,5.0.1,app_store_review,ru,"Здравствуйте, возможно ли перенетси подписку с одного аккаунта на другой? Без вашего ответа не разберусь.",Добрый день! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,105,15,-0.447,medium,46.4,0,4,payment
TW-9748327F45,U89497763,2025-02-24T17:30:01,17,Monday,32,female,RU,Санкт-Петербург,free,2025-02-22,2,6,0,14,2,2,0,0,,Android,5.0.1,in_app_chat,ru,"хочу обратиться! Возврат за годовую подписку, использовал только 2 недели. Жду ответа.","Здравствуйте! Возврат возможен только через магазин приложений, отправьте запрос туда.",86,12,-0.657,medium,306.3,0,3,refund
TW-615A2699BD,U16052731,2025-03-28T02:03:10,2,Friday,23,female,RU,Санкт-Петербург,free,2024-11-11,137,290,20,125,4,0,0,0,,Android,4.15.0,email,ru,"добрый день. Купил 5 бустов,деньги ушли, а в приложении ничего не появилось. Надеюсь на скорый ответ",Приветствуем! Для применения промокода его нужно ввести до нажатия кнопки Оплатить.,100,16,-1.0,high,24.9,0,3,payment
